external_id,action,record_status,publish_status,region_slug,route_slugs,route_role,actor_kind,category_slug,subcategory,public_name,legal_name,short_description,full_description,services,street,address_number,address_extra,neighborhood,city,state,postal_code,country_code,latitude,longitude,phone_e164,whatsapp_e164,email,website_url,instagram_url,opening_hours_text,payment_methods,accessibility_text,languages,image_url,image_alt,image_credit,source_type,source_reference,verification_status,verified_at,verified_by,public_contact_authorized,media_authorized,partnership_type,admin_notes
inventory:pindobal:71,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Tupaiulândia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Pedro Teixeira, 300 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.505694,-54.952944,+5593991256258,,pousadatupaiulandia@hotmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 66,unverified,,,false,false,none,id_operacional=71; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 66; categoria_original=hospedagem; dist_rota_m=303.7; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99125-6258
inventory:pindobal:72,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila da Praia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Av. Copacabana, 145 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.504333,-54.950167,+5593991215914,,viladapraiaalter@hotmail.com,https://www.pousadaviladapraia.negocio.site,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 67,unverified,,,false,false,none,id_operacional=72; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 67; categoria_original=hospedagem; dist_rota_m=279.2; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99121-5914 / 99132-4545 / 99197-7214
inventory:pindobal:73,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Ecoalter Turismo,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Everaldo Martins, 134 - Centro, Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.506778,-54.951139,+5593991335942,,sirotheaueventur@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 67,unverified,,,false,false,none,id_operacional=73; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 67; categoria_original=hospedagem; dist_rota_m=76.0; km_rota=33.267; segmento_rota=656; telefone_original=(93) 99133-5942 / 99154-3155
inventory:pindobal:74,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Vila Alter Pousada Boutique Amazônia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 7 apartamentos, climatizados, com capacidade para até 24 pessoas, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Acessível, Ar-condicionado, drink cortesia e lanche da tarde. Bar-cafeteria e pequeno empório para exposi- ção e venda de peças artesanais e guloseimas.","R. do Sol, 282 - Pefú, Alter do Chão - PA",,,,Santarém,PA,,BR,-2.514469,-54.952755,+5593992122338,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 67,unverified,,,false,false,none,id_operacional=74; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 67; categoria_original=hospedagem; dist_rota_m=328.0; km_rota=34.645; segmento_rota=673; telefone_original=(93) 99212-2338 / 99101-1891
inventory:pindobal:75,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Everaldo Martins, 603 - Alter do Chão Centro - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.506667,-54.9525,+5593991739772,,pousadavilaalter@outlook.com,https://www.pousadavilaalter.blogspot.com,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 67,unverified,,,false,false,none,id_operacional=75; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 67; categoria_original=hospedagem; dist_rota_m=227.6; km_rota=33.263; segmento_rota=656; telefone_original=(93) 99173-9772
inventory:pindobal:76,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Carimbó,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"R. Turiano Meira, 777 - Alter do Chão, Santarém - PA",,,,Santarém,PA,,BR,-2.503465,-54.94984,+5593991379724,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 68,unverified,,,false,false,none,id_operacional=76; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 68; categoria_original=hospedagem; dist_rota_m=380.0; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99137-9724
inventory:pindobal:77,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada e Restaurante Amazônia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Ramal da Igreja da Paz, JACUNDÁ 2 - Alter do Chão",,,,Santarém,PA,,BR,-2.521972,-54.96,+5593991377635,,pousadarestauranteamazonia@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 68,unverified,,,false,false,none,id_operacional=77; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 68; categoria_original=hospedagem; dist_rota_m=762.1; km_rota=35.128; segmento_rota=690; telefone_original=(93) 99137-7635 / 99127-4669
inventory:pindobal:78,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Hostel Caju,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Juvêncio Navarro, 37 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.508472,-54.954861,+5591985148528,,altercajuhostel@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 68,unverified,,,false,false,none,id_operacional=78; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 68; categoria_original=hospedagem; dist_rota_m=147.3; km_rota=34.117; segmento_rota=668; telefone_original=(91) 98514-8528
inventory:pindobal:79,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Hostel Don Preguiça,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Antônio Alves, 492 - Centro - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.507972,-54.954944,+5593991647394,,contato@donpreguicahostel.com.br,https://www.donpreguicahostel.com.br,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 68,unverified,,,false,false,none,id_operacional=79; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 68; categoria_original=hospedagem; dist_rota_m=201.7; km_rota=34.132; segmento_rota=668; telefone_original=(93) 99164-7394 / 99163-9399 / 3016-0139
inventory:pindobal:80,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Alterosa,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Tv. Prof. Sérgio Pedro Sardinha, 132 - Alter do Chão - CEP 68109-000",,,,Santarém,PA,68109000,BR,-2.505833,-54.951639,+5593999541036,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 68,unverified,,,false,false,none,id_operacional=80; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 68; categoria_original=hospedagem; dist_rota_m=171.7; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99954-1036
inventory:pindobal:81,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Ximango - Alter do Chão,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Juvêncio Navarro, 456 - Alter do Chão - CEP 68109-000",,,,Santarém,PA,68109000,BR,-2.508639,-54.946972,+5593991915295,,jungle.guide@yahoo.com.br,https://www.pousadaximango.com/pt-br,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 69,unverified,,,false,false,none,id_operacional=81; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 69; categoria_original=hospedagem; dist_rota_m=393.2; km_rota=32.409; segmento_rota=629; telefone_original=(93) 99191-5295
inventory:pindobal:82,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Redário Surara,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Lauro Sodré, 225 - Centro alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.502278,-54.955139,+5593992275460,,Redarioalterdochao@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 69,unverified,,,false,false,none,id_operacional=82; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 69; categoria_original=hospedagem; dist_rota_m=725.6; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99227-5460 / 99133-1373
inventory:pindobal:83,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Redário Botos de Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 04 apartamentos com leitos de casal, espaço para 12 redes, WI-FI, estacionamento, piscina, excelente localização.","Rua Murici, 01 - Alter do Chão",,,,Santarém,PA,,BR,-2.504345,-54.947877,+5593991867151,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 69,unverified,,,false,false,none,id_operacional=83; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 69; categoria_original=hospedagem; dist_rota_m=397.8; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99186-7151
inventory:pindobal:84,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Pedra do Sol,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Tarcisio Garcia, 82 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.50425,-54.94825,+5593991440434,,dari.lenepinheiro@hotmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 70,unverified,,,false,false,none,id_operacional=84; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 70; categoria_original=hospedagem; dist_rota_m=377.0; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99144-0434
inventory:pindobal:85,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada TerrAmor Amazon,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Transfer do aeroporto, bicicletas para alugar, lavanderia, passeios de barco, arvorismo, escaladas nas árvores, rapel UH: 2 - Leitos: 8","Rod. Everaldo Martins, Km 27 - Alter do Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.514222,-54.941944,+5593991700707,,terramoramazon@gmail.com,https://www.terramor.com.br,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 70,unverified,,,false,false,none,id_operacional=85; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 70; categoria_original=hospedagem; dist_rota_m=27.2; km_rota=31.743; segmento_rota=619; telefone_original=(93) 99170-0707 / 991913584
inventory:pindobal:86,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Recanto da Madá,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Rua Turiano Meira, 36 - Alter-do-Chão - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.503611,-54.951833,+5593991776346,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 71,unverified,,,false,false,none,id_operacional=86; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 71; categoria_original=hospedagem; dist_rota_m=388.9; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99177-6346 / 99106-1969 / 99197-2647
inventory:pindobal:87,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Chalé Carauari,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 2 (dois) chalés com ambientes climatizados, Wi-Fi, Café da manhã, serviço de quarto, Traslado, ótimo ambiente para repouso e lazer, com capacidade para até 06 pessoas.","Rua Professor Juvêncio Navarro, vila de Alter do Chão",,,,Santarém,PA,,BR,-2.508622,-54.949726,+5593991317782,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 71,unverified,,,false,false,none,id_operacional=87; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 71; categoria_original=hospedagem; dist_rota_m=101.1; km_rota=33.082; segmento_rota=653; telefone_original=(93) 99131-7782
inventory:pindobal:88,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vipayu,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Tv Copacabana, 50 - Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.503244,-54.950127,+5593991826637,,pousadavipayu@gmail.com,,https://www.instagram.com/pousadavipayu,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 71,unverified,,,false,false,none,id_operacional=88; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 71; categoria_original=hospedagem; dist_rota_m=400.1; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99182-6637
inventory:pindobal:89,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Nosso Canto Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,Contamos com 08 apartamentos com 20 leitos e espaço para 10 redes,"Rua Maranhão, 151 em Alter do Chão.",,,,Santarém,PA,,BR,-2.519559,-54.937493,+5593992294899,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 71,unverified,,,false,false,none,id_operacional=89; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 71; categoria_original=hospedagem; dist_rota_m=248.4; km_rota=30.974; segmento_rota=599; telefone_original=(93) 99229-4899
inventory:pindobal:90,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Ocazum,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 07 apartamentos com 11 leitos, wi-fi, estacionamento","Rua seis de março, 85 - Jacundá - Alter do Chão",,,,Santarém,PA,,BR,-2.509395,-54.956503,+5593991232885,,pousadaocazum@gmail.com,,https://www.instagram.com/ocazum,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 72,unverified,,,false,false,none,id_operacional=90; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 72; categoria_original=hospedagem; dist_rota_m=147.1; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99123-2885
inventory:pindobal:91,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Ocazum Ilha do Amor,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"A pousada dispõe de 09 apartamentos com 19 leitos, wi-fi, estacionamento","Tv. Antonio Agostinho Lobato, 599 - Centro - Alter do Chão",,,,Santarém,PA,,BR,-2.504267,-54.952372,+5593991232885,,ocazumpousada@gmail.com,,https://www.instagram.com/ocazum.ilhadoamor,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 72,unverified,,,false,false,none,id_operacional=91; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 72; categoria_original=hospedagem; dist_rota_m=355.4; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99123-2885
inventory:pindobal:92,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Tupaiu,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Contamos com 10 quartos e Wi-Fi gratuito, Café da manhã inclu- ído, Estacionamento, Piscina externa, Ar-condicionado, Traslado do aeroporto e acomodamos até 30 pessoas.","R. Seis de Março, 413 - Alter do Chão, Santarém - PA - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.509667,-54.952573,+5593991518302,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 72,unverified,,,false,false,none,id_operacional=92; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 72; categoria_original=hospedagem; dist_rota_m=40.7; km_rota=33.851; segmento_rota=666; telefone_original=(93) 99151-8302
inventory:pindobal:93,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Alter,,Hospedagem em Comunidade Caranazal — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 10 chalés com leitos, espaço para redes área externa","Rodov. Fernando Guilhon, km-25, Caranazal(Floresta encantada), Alter do Chão",,,,Santarém,PA,,BR,-2.521086,-54.933011,+5593992340148,,pousadaalter@gmail.com,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 72,unverified,,,false,false,none,id_operacional=93; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 72; categoria_original=hospedagem; dist_rota_m=94.6; km_rota=30.494; segmento_rota=581; telefone_original=(93) 99234-0148
inventory:pindobal:94,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Angatu,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,07 apartamentos com 15 leitos e 07 chalés com leitos e espaço para redes,Rua Antonio Alves - Centro - Alter do Chão,,,,Santarém,PA,,BR,-2.507818,-54.955002,,,angatualterpousada@gmail.com,,https://www.instagram.com/pousadaangatualter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 73,unverified,,,false,false,none,id_operacional=94; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 73; categoria_original=hospedagem; dist_rota_m=218.1; km_rota=34.14; segmento_rota=668
inventory:pindobal:95,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Açairé de Alter,,Hospedagem em Praia do Pindobal — Belterra/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 08 apartamentos com 28 leitos casais e individual, wi-fi, café da manhã","Estrada do Pindobal, 170 (Próximo ao çairodromo) - Alter do Chão",,,,Belterra,PA,,BR,-2.519528,-54.953697,+5593988171709,,,,https://www.instagram.com/pousadacairedealter,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 73,unverified,,,false,false,none,id_operacional=95; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 73; categoria_original=hospedagem; dist_rota_m=23.7; km_rota=35.292; segmento_rota=694; telefone_original=(93) 98817-1709
inventory:pindobal:96,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Vila Arumã,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Pousada dispõe de 12 apartamentos, com 24 leitos, 6 chalés com leitos individuais, wi-fi, estacionamento","Rua Estácio Fonseca - São Francisco, Alter do Chão",,,,Santarém,PA,,BR,-2.51325,-54.951391,+5593991294074,,reserva@villaaruma.com.br,,https://www.instagram.com/pousadavillaaruma,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 73,unverified,,,false,false,none,id_operacional=96; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 73; categoria_original=hospedagem; dist_rota_m=225.1; km_rota=32.709; segmento_rota=640; telefone_original=(93) 99129-4074
inventory:pindobal:97,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Nosso Canto,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de um ambiente agradável, com piscina, Wi-fi, quartos climatizados, estacionamento e permitimos animais.","Rua Maranhão, 151 - Alter do Chão.",,,,Santarém,PA,,BR,-2.519504,-54.937496,+559392294899,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 73,unverified,,,false,false,none,id_operacional=97; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 73; categoria_original=hospedagem; dist_rota_m=243.9; km_rota=30.978; segmento_rota=599; telefone_original=(93) 9229-4899
inventory:pindobal:98,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Serena,,Hospedagem em Praia do Pindobal — Belterra/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Ambientes climatizados, café da manhã, WI-FI, Estacionamento, lavanderia e permitimos animais.","Estrada do Pindobal, Tv Joaquim Sardinha, 2012 - Alter do Chão.",,,,Belterra,PA,,BR,-2.522458,-54.952603,+5565999327308,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 73,unverified,,,false,false,none,id_operacional=98; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 73; categoria_original=hospedagem; dist_rota_m=8.9; km_rota=35.646; segmento_rota=710; telefone_original=(65) 99932-7308
inventory:pindobal:99,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Recanto Maguary,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Nos dispomos de até 11 quartos, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Ar-condicionado, Permite animais, e acomodamos até 23 pes - soas.","R. Seis de Março, 1305 - Alter do Chão, Santarém - PA - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.510164,-54.947783,+5593991245907,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 74,unverified,,,false,false,none,id_operacional=99; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 74; categoria_original=hospedagem; dist_rota_m=214.4; km_rota=32.449; segmento_rota=631; telefone_original=(93) 99124-5907
inventory:pindobal:100,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Oriental,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Apartamentos climatizados, café da manhã, restaurante, próximo a praia do amor.","Tv. Turiano Meira, 466 - Alter do Chão.",,,,Santarém,PA,,BR,-2.503374,-54.953096,+5593991242880,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 74,unverified,,,false,false,none,id_operacional=100; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 74; categoria_original=hospedagem; dist_rota_m=483.1; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99124-2880 / 99180-8044
inventory:pindobal:101,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Dona Julia,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de espaços climatizados com 3 apartamentos, com ca- pacidade para até 9 pessoas.","R. Pedro Teixeira, 689 - Alter do Chão, Santarém - PA",,,,Santarém,PA,,BR,-2.505274,-54.952209,+5593991015396,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 74,unverified,,,false,false,none,id_operacional=101; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 74; categoria_original=hospedagem; dist_rota_m=260.3; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99101-5396
inventory:pindobal:102,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Manacá,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de 9 quartos climatizados com café da manhã, e aco - modamos até 36 pessoas.","Tv. Frei Cristóvão - Alter do Chão, Santarém - PA - CEP: 68109-000",,,,Santarém,PA,68109000,BR,-2.512768,-54.956591,+5593991975755,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 75,unverified,,,false,false,none,id_operacional=102; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 75; categoria_original=hospedagem; dist_rota_m=116.1; km_rota=34.487; segmento_rota=671; telefone_original=(93) 99197-5755
inventory:pindobal:103,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Alter Villa Suítes,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,,"Tv. Albino Wanghon, Alter do Chão.",,,,Santarém,PA,,BR,-2.504066,-54.94903,+5593991077204,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 75,unverified,,,false,false,none,id_operacional=103; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 75; categoria_original=hospedagem; dist_rota_m=345.5; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99107-7204
inventory:pindobal:104,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Pousada Águas de Alter,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,A pousada dispõe de espaços climatizados com 07 apartamentos e capacidade para até 28 leitos ótimo para descanso e lazer.,"Tv. Antonio Alves, 589 - Alter do Chão",,,,Santarém,PA,,BR,-2.508287,-54.955152,+5593991010928,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 75,unverified,,,false,false,none,id_operacional=104; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 75; categoria_original=hospedagem; dist_rota_m=164.7; km_rota=34.143; segmento_rota=668; telefone_original=(93) 99101-0928
inventory:pindobal:105,upsert,active,draft,santarem-alter-do-chao,pindobal,support,business,hospedagem,hospedagem,Casa da Vila Alter do Chão,,Hospedagem em Vila de Alter do Chão — Santarém/PA; informações importadas do inventário e pendentes de revisão editorial.,,"Dispomos de estacionamento próprio, café da manhã, wi-fi, sala de jogos, aceitamos animais. Espaços climatizados.","Tv. Sergio Pedro Sardinha, 190 - Alter do Chão.",,,,Santarém,PA,,BR,-2.506392,-54.951658,+5593991146461,,,,,,,,pt-BR,,,,institutional,Inventário da Oferta Turística da Secretaria de Turismo; página 75,unverified,,,false,false,none,id_operacional=105; fonte_original=Inventário da Oferta Turística da Secretaria de Turismo; página 75; categoria_original=hospedagem; dist_rota_m=142.0; km_rota=33.27; segmento_rota=656; telefone_original=(93) 99114-6461
