prioridade,codigo,external_id,titulo,fonte,referencia_fonte,campo,valor_atual,acao_recomendada
alta,contact_authorization_required,inventory:pindobal:159,Churrasquinho do Plínio,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 101,contatos,(93) 99214-5730,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:160,CUICUERA ECOTUR - Receptivo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 105,contatos,(93)99132-6160 / 99194-1076,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:160,CUICUERA ECOTUR - Receptivo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 105,site,www.cuicuera.com,Confirmar a URL normalizada: https://www.cuicuera.com
alta,contact_authorization_required,inventory:pindobal:161,Yes Santarém- Locadora,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 107,contatos,santarem@yesrentacar.com.br,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:161,Yes Santarém- Locadora,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 107,site,www.yesrentacar.com.br,Confirmar a URL normalizada: https://www.yesrentacar.com.br
alta,contact_authorization_required,inventory:pindobal:162,Locay Aluguel de Carros,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 108,contatos,locaycarros@gmail.com,Registrar autorização antes de tornar qualquer contato público.
média,missing_address,inventory:pindobal:163,ATUFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 121,endereco,,Confirmar endereço ou indicar atendimento móvel.
média,missing_contact,inventory:pindobal:163,ATUFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 121,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:163,ATUFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 121,dist_rota_m,569.2,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_address,inventory:pindobal:164,Associação de condutores fluviais de alter - ACFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 123,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:164,Associação de condutores fluviais de alter - ACFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 123,contatos,(93) 99165-4272,Registrar autorização antes de tornar qualquer contato público.
média,far_from_route,inventory:pindobal:164,Associação de condutores fluviais de alter - ACFA,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 123,dist_rota_m,688.9,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_address,inventory:pindobal:165,Cootait,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:165,Cootait,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,contatos,(93) 99151-0071,Registrar autorização antes de tornar qualquer contato público.
média,missing_address,inventory:pindobal:166,Buburé,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:166,Buburé,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,contatos,(93) 99202-2446,Registrar autorização antes de tornar qualquer contato público.
média,missing_address,inventory:pindobal:167,Ouro e Prata,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:167,Ouro e Prata,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,contatos,(93) 99196-6270,Registrar autorização antes de tornar qualquer contato público.
média,missing_address,inventory:pindobal:168,Quaresma Tur,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,endereco,,Confirmar endereço ou indicar atendimento móvel.
alta,contact_authorization_required,inventory:pindobal:168,Quaresma Tur,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 131,contatos,(93) 99124-8697,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:169,Espaço Açaizeiro,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 143,contatos,(93) 99123-5585,Registrar autorização antes de tornar qualquer contato público.
baixa,instagram_cleaned,inventory:pindobal:169,Espaço Açaizeiro,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 143,instagram,"@acaizeiroeventos, Facebook: acaizeirorecepçõeseeventos",Confirmar a URL normalizada: https://www.instagram.com/acaizeiroeventos
alta,contact_authorization_required,inventory:pindobal:170,Chácara Vila Rica,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 146,contatos,(93) 99122-8830,Registrar autorização antes de tornar qualquer contato público.
alta,contact_authorization_required,inventory:pindobal:171,Bom Pão Panificadora e Pizzaria,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 147,contatos,(93) 99117-2121,Registrar autorização antes de tornar qualquer contato público.
baixa,instagram_cleaned,inventory:pindobal:171,Bom Pão Panificadora e Pizzaria,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 147,instagram,@bompaooficial Facebook: bompaooficial,Confirmar a URL normalizada: https://www.instagram.com/bompaooficial
média,missing_contact,inventory:pindobal:172,Linha Alter do Chão — Santarém → Alter do Chão,Pesquisa de transporte,Pesquisa de transporte 2026; registro 172,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:172,Linha Alter do Chão — Santarém → Alter do Chão,Pesquisa de transporte,Pesquisa de transporte 2026; registro 172,dist_rota_m,3467.3,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_contact,inventory:pindobal:173,Linha Alter do Chão — Alter do Chão → Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 173,contatos,,Confirmar ao menos um canal público autorizado.
média,missing_contact,inventory:pindobal:174,Linha Alter do Chão — trecho da Estrada do Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 174,contatos,,Confirmar ao menos um canal público autorizado.
alta,missing_coordinates,inventory:pindobal:175,VemParaAlter — transfer para Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 175,coordenadas,,Georreferenciar ou definir área de atendimento antes da publicação.
alta,contact_authorization_required,inventory:pindobal:175,VemParaAlter — transfer para Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 175,contatos,https://vemparaalter.com.br/blog/transfer-santarem-alter-do-chao/,Registrar autorização antes de tornar qualquer contato público.
baixa,website_cleaned,inventory:pindobal:175,VemParaAlter — transfer para Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 175,site,https://vemparaalter.com.br/blog/transfer-santarem-alter-do-chao/,Confirmar a URL normalizada: https://vemparaalter.com.br/blog/transfer-santarem-alter-do-chao
média,missing_route_projection,inventory:pindobal:175,VemParaAlter — transfer para Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 175,dist_rota_m,,Recalcular a relação espacial com a geometria vigente da rota.
alta,contact_authorization_required,inventory:pindobal:176,Cuicuera Ecotour — transfer terrestre,Pesquisa de transporte,Pesquisa de transporte 2026; registro 176,contatos,(93) 3527-1151 / (93) 99132-6160,Registrar autorização antes de tornar qualquer contato público.
média,multiple_phones,inventory:pindobal:176,Cuicuera Ecotour — transfer terrestre,Pesquisa de transporte,Pesquisa de transporte 2026; registro 176,telefone,(93) 3527-1151 / (93) 99132-6160,Escolher o telefone principal e classificar telefone/WhatsApp.
alta,contact_authorization_required,inventory:pindobal:177,Cronos Ecoturismo — transfer e receptivo,Pesquisa de transporte,Pesquisa de transporte 2026; registro 177,contatos,(93) 99183-5423 / (93) 99120-5649,Registrar autorização antes de tornar qualquer contato público.
média,multiple_phones,inventory:pindobal:177,Cronos Ecoturismo — transfer e receptivo,Pesquisa de transporte,Pesquisa de transporte 2026; registro 177,telefone,(93) 99183-5423 / (93) 99120-5649,Escolher o telefone principal e classificar telefone/WhatsApp.
alta,contact_authorization_required,inventory:pindobal:178,Cuicuera Ecotour — lancha turística Alter/Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 178,contatos,(93) 3527-1151 / (93) 99132-6160,Registrar autorização antes de tornar qualquer contato público.
média,multiple_phones,inventory:pindobal:178,Cuicuera Ecotour — lancha turística Alter/Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 178,telefone,(93) 3527-1151 / (93) 99132-6160,Escolher o telefone principal e classificar telefone/WhatsApp.
alta,contact_authorization_required,inventory:pindobal:179,Cuicuera Ecotour — lancha Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 179,contatos,(93) 3527-1151 / (93) 99132-6160,Registrar autorização antes de tornar qualquer contato público.
média,multiple_phones,inventory:pindobal:179,Cuicuera Ecotour — lancha Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 179,telefone,(93) 3527-1151 / (93) 99132-6160,Escolher o telefone principal e classificar telefone/WhatsApp.
média,missing_contact,inventory:pindobal:180,Rota hidroviária — Santarém → Alter → Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 180,contatos,,Confirmar ao menos um canal público autorizado.
média,far_from_route,inventory:pindobal:180,Rota hidroviária — Santarém → Alter → Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 180,dist_rota_m,4073.9,Confirmar se o ponto deve permanecer vinculado à rota de Pindobal.
média,missing_contact,inventory:pindobal:181,Rota hidroviária — Pindobal → Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 181,contatos,,Confirmar ao menos um canal público autorizado.
bloqueante,google_source_quarantine,inventory:pindobal:182,Tapajós Cervejaria,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:183,Rekantu do Poeta,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:184,Sorrizal Pousada,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:185,Espaço Caranazal,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:186,Camping e Pousada Maloca e Rodas,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:187,Miralha Pindobal Restaurante e Pousada,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:188,Bellacasa Gourmet / Rancho da Maria,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:189,Posto ICCAR,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:190,Auto Posto Fernando Guilhon,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:191,Drogaria Vila Farma,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:192,UBS 24h de Alter do Chão,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:193,Posto do Corpo de Bombeiros de Alter do Chão,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:194,Guincho Santarém — atendimento PA-457,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
bloqueante,google_source_quarantine,inventory:pindobal:195,Supermercado Mingote,Google Maps,Pesquisa Google Maps 2026,pagina,Pesquisa Google Maps 2026,Confirmar em fonte independente ou diretamente com o responsável antes de criar rascunho.
média,shared_contact_candidate,inventory:pindobal:38,Pousada Aurora Boreal,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 56,contatos,+5593992323740 | pousadaauroraboreal@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:39 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:39,Pousada Aurora Boreal 2,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 56,contatos,+5593992323740 | pousadaauroraboreal@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:38 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:90,Pousada Ocazum,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,+5593991232885,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:91 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:91,Pousada Ocazum Ilha do Amor,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 72,contatos,+5593991232885,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:90 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:124,Casinha Beco do Amor,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,+5593991214710,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:125 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:125,Casa Chalé Mucajá,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 79,contatos,+5593991214710,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:124 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:160,CUICUERA ECOTUR - Receptivo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 105,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:176 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:176,Cuicuera Ecotour — transfer terrestre,Pesquisa de transporte,Pesquisa de transporte 2026; registro 176,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:160 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:160,CUICUERA ECOTUR - Receptivo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 105,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:178 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:178,Cuicuera Ecotour — lancha turística Alter/Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 178,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:160 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:160,CUICUERA ECOTUR - Receptivo,Inventário da Secretaria de Turismo,Inventário da Oferta Turística da Secretaria de Turismo; página 105,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:179 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:179,Cuicuera Ecotour — lancha Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 179,contatos,+5593991326160,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:160 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:176,Cuicuera Ecotour — transfer terrestre,Pesquisa de transporte,Pesquisa de transporte 2026; registro 176,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:178 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:178,Cuicuera Ecotour — lancha turística Alter/Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 178,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:176 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:176,Cuicuera Ecotour — transfer terrestre,Pesquisa de transporte,Pesquisa de transporte 2026; registro 176,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:179 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:179,Cuicuera Ecotour — lancha Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 179,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:176 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:178,Cuicuera Ecotour — lancha turística Alter/Pindobal,Pesquisa de transporte,Pesquisa de transporte 2026; registro 178,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:179 ou se é contato compartilhado.
média,shared_contact_candidate,inventory:pindobal:179,Cuicuera Ecotour — lancha Alter/Santarém,Pesquisa de transporte,Pesquisa de transporte 2026; registro 179,contatos,+559335271151 | +5593991326160 | cuicueraecotour@gmail.com,Confirmar se pertence ao mesmo ator do registro inventory:pindobal:178 ou se é contato compartilhado.
