pagina,categoria,titulo,coordenadas_geograficas,endereco,local,telefone,email,instagram,site,funcionamento,servicos_instalacoes,forma_pagamento,contingente,projetos_sociais,observacoes_criticas,observacoes,texto_bruto,forma_de_acesso,id,latitude,longitude,status_coord,categoria_normalizada,categoria_id,dist_rota_m,km_rota,segmento_rota,ponto_projetado_rota
66,hospedagem,Hotel Terra Nativa,"-2.508722, -54.953639","Rua Professor Juvêncio Navarro, 42 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99231-1515,hoteltnativa@gmail.com,,"www.pousadaterranativa.blogspot.com/ Serviço e instalações: Tv a cabo, armador de rede UH: 8 - Leitos: 20",,,,,,,,"Hotel Terra Nativa Coordenadas Geográficas: -2°30’31.4” / -54°57’13.1” Endereço: Rua Professor Juvêncio Navarro, 42 - Alter do Chão Telefone: (93) 99231-1515 E-mail: hoteltnativa@gmail.com Site: www.pousadaterranativa.blogspot.com/ Serviço e instalações: Tv a cabo, armador de rede UH: 8 - Leitos: 20",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,69,-2.508722,-54.953639,ok,hospedagem,hospedagem,133.3,33.979,667,"[-54.9537588, -2.5099147]"
66,hospedagem,Pousada Tropicaliente,"-2.508750, -54.953361","Rua Juvêncio Navarro, 28 - Centro - Alter do Chão - CEP: 68109-971",Vila de Alter do Chão — Santarém/PA,(93) 99206-1332 / 99908-4203,lourdes.alter@gmail.com UH: 10 - Leitos: 21,,,,,,,,,,"Pousada Tropicaliente Coordenadas Geográficas: -2°30’31.5” / -54°57’12.1” Endereço: Rua Juvêncio Navarro, 28 - Centro - Alter do Chão - CEP: 68109-971 Telefone: (93) 99206-1332 / 99908-4203 E-mail: lourdes.alter@gmail.com UH: 10 - Leitos: 21",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,70,-2.50875,-54.953361,ok,hospedagem,hospedagem,133.3,33.948,667,"[-54.9534808, -2.5099426]"
66,hospedagem,Pousada Tupaiulândia,"-2.505694, -54.952944","Rua Pedro Teixeira, 300 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99125-6258,pousadatupaiulandia@hotmail.com / pousada-tupaiulandia.blogspot.com/ UH: 6 - Leitos: 24,,,,,,,,,,"Pousada Tupaiulândia Coordenadas Geográficas: -2°30’20.5” / -54°57’10.6” Endereço: Rua Pedro Teixeira, 300 - Alter do Chão - CEP: 68109-000 Telefone: (93) 99125-6258 E-mail: pousadatupaiulandia@hotmail.com / pousada-tupaiulandia.blogspot.com/ UH: 6 - Leitos: 24",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,71,-2.505694,-54.952944,ok,hospedagem,hospedagem,303.7,33.27,656,"[-54.950456, -2.506827]"
67,hospedagem,Pousada Vila da Praia,"-2.504333, -54.950167","Av. Copacabana, 145 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99121-5914 / 99132-4545 / 99197-7214,viladapraiaalter@hotmail.com / reservas@villadapraiapousada.com.br,,"www.pousadaviladapraia.negocio.site/ Serviço e instalações: Possui piscina, churrasqueira UH: 23 - Leitos: 70",,,,,,,,"Pousada Vila da Praia Coordenadas Geográficas: -2°30’15.6” / -54°57’00.6” Endereço: Av. Copacabana, 145 - Alter do Chão - CEP: 68109-000 Telefone: (93) 99121-5914 / 99132-4545 / 99197-7214 E-mail: viladapraiaalter@hotmail.com / reservas@villadapraiapousada.com.br Site: www.pousadaviladapraia.negocio.site/ Serviço e instalações: Possui piscina, churrasqueira UH: 23 - Leitos: 70",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,72,-2.504333,-54.950167,ok,hospedagem,hospedagem,279.2,33.27,656,"[-54.950456, -2.506827]"
67,hospedagem,Pousada Ecoalter Turismo,"-2.506778, -54.951139","Rua Everaldo Martins, 134 - Centro, Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99133-5942 / 99154-3155,"sirotheaueventur@gmail.com Serviço e instalações: Traslado Aero X Htl X Aero, wi-fi grátis, TV a cabo, lavanderia, es- tacionamento UH: 4 - Leitos: 20",,,,,,,,,,"Pousada Ecoalter Turismo Coordenadas Geográficas: -2°30’24.4” / -54°57’04.1” Endereço: Rua Everaldo Martins, 134 - Centro, Alter do Chão - CEP: 68109-000 Telefone: (93) 99133-5942 / 99154-3155 E-mail: sirotheaueventur@gmail.com Serviço e instalações: Traslado Aero X Htl X Aero, wi-fi grátis, TV a cabo, lavanderia, es- tacionamento UH: 4 - Leitos: 20",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,73,-2.506778,-54.951139,ok,hospedagem,hospedagem,76.0,33.267,656,"[-54.9504589, -2.5068533]"
67,hospedagem,Vila Alter Pousada Boutique Amazônia,"-2.514469, -54.952755","R. do Sol, 282 - Pefú, Alter do Chão - PA",Vila de Alter do Chão — Santarém/PA,(93) 99212-2338 / 99101-1891,,,,,"Dispomos de 7 apartamentos, climatizados, com capacidade para até 24 pessoas, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Acessível, Ar-condicionado, drink cortesia e lanche da tarde. Bar-cafeteria e pequeno empório para exposi- ção e venda de peças artesanais e guloseimas.",,,,,,"Vila Alter Pousada Boutique Amazônia Endereço: R. do Sol, 282 - Pefú, Alter do Chão - PA Telefone: (93) 99212-2338 / 99101-1891 Serviços e Instalações: Dispomos de 7 apartamentos, climatizados, com capacidade para até 24 pessoas, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Acessível, Ar-con- dicionado, drink cortesia e lanche da tarde. Bar-cafeteria e pequeno empório para exposi- ção e venda de peças artesanais e guloseimas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,74,-2.514469,-54.952755,ok,hospedagem,hospedagem,328.0,34.645,673,"[-54.9556995, -2.514254]"
67,hospedagem,Pousada Vila Alter,"-2.506667, -54.952500","Rua Everaldo Martins, 603 - Alter do Chão Centro - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99173-9772,pousadavilaalter@outlook.com,,www.pousadavilaalter.blogspot.com/ UH: 10 - Leitos: 33,,,,,,,,"Pousada Vila Alter Coordenadas Geográficas: -2°30’24.0” / -54°57’09.0” Endereço: Rua Everaldo Martins, 603 - Alter do Chão Centro - CEP: 68109-000 Telefone: (93) 99173-9772 E-mail: pousadavilaalter@outlook.com Site: www.pousadavilaalter.blogspot.com/ UH: 10 - Leitos: 33",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,75,-2.506667,-54.9525,ok,hospedagem,hospedagem,227.6,33.263,656,"[-54.9504633, -2.5068926]"
68,hospedagem,Pousada Carimbó,"-2.503465, -54.949840","R. Turiano Meira, 777 - Alter do Chão, Santarém - PA",Vila de Alter do Chão — Santarém/PA,(93) 99137-9724,,,,,,,,,,,"Pousada Carimbó Endereço: R. Turiano Meira, 777 - Alter do Chão, Santarém - PA Telefone: (93) 99137-9724",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,76,-2.503465,-54.94984,ok,hospedagem,hospedagem,380.0,33.27,656,"[-54.950456, -2.506827]"
68,hospedagem,Pousada e Restaurante Amazônia,"-2.521972, -54.960000","Ramal da Igreja da Paz, JACUNDÁ 2 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99137-7635 / 99127-4669,pousadarestauranteamazonia@gmail.com,,"pousadarestauranteamazonia.com.br Serviço e instalações: Wi-fi grátis, restaurante, bar, estacionamento UH: 10 - Leitos: 30",,,,,,,,"Pousada e Restaurante Amazônia Coordenadas Geográficas: -2°31’19.1” / -54°57’36.0” Endereço: Ramal da Igreja da Paz, JACUNDÁ 2 - Alter do Chão Telefone: (93) 99137-7635 / 99127-4669 E-mail: pousadarestauranteamazonia@gmail.com Site: pousadarestauranteamazonia.com.br Serviço e instalações: Wi-fi grátis, restaurante, bar, estacionamento UH: 10 - Leitos: 30",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,77,-2.521972,-54.96,ok,hospedagem,hospedagem,762.1,35.128,690,"[-54.954289, -2.518174]"
68,hospedagem,Hostel Caju,"-2.508472, -54.954861","Rua Juvêncio Navarro, 37 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(91) 98514-8528,altercajuhostel@gmail.com / keelymeireles@gmail.com UH: 4 - Leitos: 13,,,,,,,,,,"Hostel Caju Coordenadas Geográficas: -2°30’30.5” / -54°57’17.5” Endereço: Rua Juvêncio Navarro, 37 - Alter do Chão - CEP: 68109-000 Telefone: (91) 98514-8528 E-mail: altercajuhostel@gmail.com / keelymeireles@gmail.com UH: 4 - Leitos: 13",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,78,-2.508472,-54.954861,ok,hospedagem,hospedagem,147.3,34.117,668,"[-54.9549945, -2.50979]"
68,hospedagem,Hostel Don Preguiça,"-2.507972, -54.954944","Rua Antônio Alves, 492 - Centro - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99164-7394 / 99163-9399 / 3016-0139,contato@donpreguicahostel.com.br,,"www.donpreguicahostel.com.br/ Serviço e instalações: Tranfer, wi-fi grátis, city tour, cozinha comunitária UH: 7 - Leitos: 27",,,,,,,,"Hostel Don Preguiça Coordenadas Geográficas: -2°30’28.7” / -54°57’17.8” Endereço: Rua Antônio Alves, 492 - Centro - Alter do Chão - CEP: 68109-000 Telefone: (93) 99164-7394 / 99163-9399 / 3016-0139 E-mail: contato@donpreguicahostel.com.br Site: www.donpreguicahostel.com.br/ Serviço e instalações: Tranfer, wi-fi grátis, city tour, cozinha comunitária UH: 7 - Leitos: 27",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,79,-2.507972,-54.954944,ok,hospedagem,hospedagem,201.7,34.132,668,"[-54.9551268, -2.5097766]"
68,hospedagem,Pousada Alterosa,"-2.505833, -54.951639","Tv. Prof. Sérgio Pedro Sardinha, 132 - Alter do Chão - CEP 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99954-1036,,,,,,,,,,,"Pousada Alterosa Coordenadas Geográficas: -2°30’21.0” / -54°57’05.9” Endereço: Tv. Prof. Sérgio Pedro Sardinha, 132 - Alter do Chão - CEP 68109-000 Telefone: (93) 99954-1036 Serviço e instalações: Transfer aeroporto (custo adicional) UH: 8 - Leitos: 20",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,80,-2.505833,-54.951639,ok,hospedagem,hospedagem,171.7,33.27,656,"[-54.950456, -2.506827]"
69,hospedagem,Pousada Ximango - Alter do Chão,"-2.508639, -54.946972","Rua Juvêncio Navarro, 456 - Alter do Chão - CEP 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99191-5295,jungle.guide@yahoo.com.br,,"www.pousadaximango.com/pt-br Serviço e instalações: Transfer (custo adicional), wi-fi grátis, parque infantil, cozinha compartilhada, quartos para família, lavanderia compartilhada UH: 6 - Leitos: 18",,,,,,,,"Pousada Ximango - Alter do Chão Coordenadas Geográficas: -2°30’31.1”/ -54°56’49.1” Endereço: Rua Juvêncio Navarro, 456 - Alter do Chão - CEP 68109-000 Telefone: (93) 99191-5295 E-mail: jungle.guide@yahoo.com.br Site: www.pousadaximango.com/pt-br Serviço e instalações: Transfer (custo adicional), wi-fi grátis, parque infantil, cozinha com- partilhada, quartos para família, lavanderia compartilhada UH: 6 - Leitos: 18",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,81,-2.508639,-54.946972,ok,hospedagem,hospedagem,393.2,32.409,629,"[-54.9475506, -2.5121274]"
69,hospedagem,Redário Surara,"-2.502278, -54.955139","Rua Lauro Sodré, 225 - Centro alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99227-5460 / 99133-1373,Redarioalterdochao@gmail.com UH: 2 - Leitos: 6,,,,,,,,,,"Redário Surara Coordenadas Geográficas: -2°30’08.2” / -54°57’18.5” Endereço: Rua Lauro Sodré, 225 - Centro alter do Chão - CEP: 68109-000 Telefone: (93) 99227-5460 / 99133-1373 E-mail: Redarioalterdochao@gmail.com UH: 2 - Leitos: 6",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,82,-2.502278,-54.955139,ok,hospedagem,hospedagem,725.6,33.27,656,"[-54.950456, -2.506827]"
69,hospedagem,Redário Botos de Alter,"-2.504345, -54.947877","Rua Murici, 01 - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99186-7151,,,,,"Dispomos de 04 apartamentos com leitos de casal, espaço para 12 redes, WI-FI, estacionamento, piscina, excelente localização.",,,,,,"Redário Botos de Alter Endereço: Rua Murici, 01 - Alter do Chão Telefone: (93) 99186-7151 Serviços e Instalações: Dispomos de 04 apartamentos com leitos de casal, espaço para 12 redes, WI-FI, estacionamento, piscina, excelente localização.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,83,-2.504345,-54.947877,ok,hospedagem,hospedagem,397.8,33.27,656,"[-54.950456, -2.506827]"
70,hospedagem,Pousada Pedra do Sol,"-2.504250, -54.948250","Rua Tarcisio Garcia, 82 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99144-0434,dari.lenepinheiro@hotmail.com UH: 5 - Leitos: 20,,,,,,,,,,"Pousada Pedra do Sol Coordenadas Geográficas: -2°2º30’15.3” / -54º56’53.7” Endereço: Rua Tarcisio Garcia, 82 - Alter do Chão - CEP: 68109-000 Telefone: (93) 99144-0434 E-mail: dari.lenepinheiro@hotmail.com UH: 5 - Leitos: 20",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,84,-2.50425,-54.94825,ok,hospedagem,hospedagem,377.0,33.27,656,"[-54.950456, -2.506827]"
70,hospedagem,Pousada TerrAmor Amazon,"-2.514222, -54.941944","Rod. Everaldo Martins, Km 27 - Alter do Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99170-0707 / 991913584,terramoramazon@gmail.com,,www.terramor.com.br/,,"Transfer do aeroporto, bicicletas para alugar, lavanderia, passeios de barco, arvorismo, escaladas nas árvores, rapel UH: 2 - Leitos: 8",,,,,,"Pousada TerrAmor Amazon Coordenadas Geográficas: -2°30’51.2” / -54°56’31.0” Endereço: Rod. Everaldo Martins, Km 27 - Alter do Chão - CEP: 68109-000 Telefone: (93) 99170-0707 / 991913584 E-mail: terramoramazon@gmail.com Site: www.terramor.com.br/ Serviços e Instalações: Transfer do aeroporto, bicicletas para alugar, lavanderia, passeios de barco, arvorismo, escaladas nas árvores, rapel UH: 2 - Leitos: 8",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,85,-2.514222,-54.941944,ok,hospedagem,hospedagem,27.2,31.743,619,"[-54.942035, -2.5144491]"
71,hospedagem,Pousada Recanto da Madá,"-2.503611, -54.951833","Rua Turiano Meira, 36 - Alter-do-Chão - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99177-6346 / 99106-1969 / 99197-2647,,,,,,,,,,,"Pousada Recanto da Madá Coordenadas Geográficas: -2°30’13.0” / -54°57’06.6” Endereço: Rua Turiano Meira, 36 - Alter-do-Chão - CEP: 68109-000 Telefone: (93) 99177-6346 / 99106-1969 / 99197-2647 UH: 7 - Leitos: 21",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,86,-2.503611,-54.951833,ok,hospedagem,hospedagem,388.9,33.27,656,"[-54.950456, -2.506827]"
71,hospedagem,Chalé Carauari,"-2.508622, -54.949726","Rua Professor Juvêncio Navarro, vila de Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99131-7782,,,,,"Dispomos de 2 (dois) chalés com ambientes climatizados, Wi-Fi, Café da manhã, serviço de quarto, Traslado, ótimo ambiente para repouso e lazer, com capacidade para até 06 pessoas.",,,,,,"Chalé Carauari Endereço: Rua Professor Juvêncio Navarro, vila de Alter do Chão Telefone: (93) 99131-7782 Serviços e Instalações: Dispomos de 2 (dois) chalés com ambientes climatizados, Wi-Fi, Café da manhã, serviço de quarto, Traslado, ótimo ambiente para repouso e lazer, com capacidade para até 06 pessoas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,87,-2.508622,-54.949726,ok,hospedagem,hospedagem,101.1,33.082,653,"[-54.950629, -2.5085074]"
71,hospedagem,Pousada Vipayu,"-2.503244, -54.950127","Tv Copacabana, 50 - Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99182-6637,pousadavipayu@gmail.com,@pousadavipayu,,,,,,,,,"Pousada Vipayu Endereço: Tv Copacabana, 50 - Centro - Alter do Chão Instagram: @pousadavipayu E-mail: pousadavipayu@gmail.com Telefone: (93) 99182-6637",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,88,-2.503244,-54.950127,ok,hospedagem,hospedagem,400.1,33.27,656,"[-54.950456, -2.506827]"
71,hospedagem,Pousada Nosso Canto Alter,"-2.519559, -54.937493","Rua Maranhão, 151 em Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99229-4899,,,,,Contamos com 08 apartamentos com 20 leitos e espaço para 10 redes,,,,,,"Pousada Nosso Canto Alter Endereço: Rua Maranhão, 151 em Alter do Chão. Telefone: (93) 99229-4899 Serviços e Instalações: Contamos com 08 apartamentos com 20 leitos e espaço para 10 redes",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,89,-2.519559,-54.937493,ok,hospedagem,hospedagem,248.4,30.974,599,"[-54.9360706, -2.5178351]"
72,hospedagem,Pousada Ocazum,"-2.509395, -54.956503","Rua seis de março, 85 - Jacundá - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99123-2885,pousadaocazum@gmail.com,@ocazum,,,"Dispomos de 07 apartamentos com 11 leitos, wi-fi, estacionamento",,,,,,"Pousada Ocazum Endereço: Rua seis de março, 85 - Jacundá - Alter do Chão Instagram: @ocazum E-mail: pousadaocazum@gmail.com Telefone: (93) 99123-2885 Serviços e Instalações: Dispomos de 07 apartamentos com 11 leitos, wi-fi, estacionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,90,-2.509395,-54.956503,ok,hospedagem,hospedagem,147.1,34.143,668,"[-54.955232, -2.509766]"
72,hospedagem,Pousada Ocazum Ilha do Amor,"-2.504267, -54.952372","Tv. Antonio Agostinho Lobato, 599 - Centro - Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99123-2885,ocazumpousada@gmail.com,@ocazum.ilhadoamor,,,"A pousada dispõe de 09 apartamentos com 19 leitos, wi-fi, estacionamento",,,,,,"Pousada Ocazum Ilha do Amor Endereço: Tv. Antonio Agostinho Lobato, 599 - Centro - Alter do Chão Instagram: @ocazum.ilhadoamor E-mail: ocazumpousada@gmail.com Telefone: (93) 99123-2885 Serviços e Instalações: A pousada dispõe de 09 apartamentos com 19 leitos, wi-fi, esta- cionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,91,-2.504267,-54.952372,ok,hospedagem,hospedagem,355.4,33.27,656,"[-54.950456, -2.506827]"
72,hospedagem,Pousada Tupaiu,"-2.509667, -54.952573","R. Seis de Março, 413 - Alter do Chão, Santarém - PA - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99151-8302,,,,,"Contamos com 10 quartos e Wi-Fi gratuito, Café da manhã inclu- ído, Estacionamento, Piscina externa, Ar-condicionado, Traslado do aeroporto e acomodamos até 30 pessoas.",,,,,,"Pousada Tupaiu Endereço: R. Seis de Março, 413 - Alter do Chão, Santarém - PA - CEP: 68109-000 Telefone: (93) 99151-8302 Serviços e Instalações: Contamos com 10 quartos e Wi-Fi gratuito, Café da manhã inclu- ído, Estacionamento, Piscina externa, Ar-condicionado, Traslado do aeroporto e acomoda- mos até 30 pessoas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,92,-2.509667,-54.952573,ok,hospedagem,hospedagem,40.7,33.851,666,"[-54.952611, -2.5100314]"
72,hospedagem,Pousada Alter,"-2.521086, -54.933011","Rodov. Fernando Guilhon, km-25, Caranazal(Floresta encantada), Alter do Chão",Comunidade Caranazal — Santarém/PA,(93) 99234-0148,pousadaalter@gmail.com,,,,"Dispomos de 10 chalés com leitos, espaço para redes área externa",,,,,,"Pousada Alter Endereço: Rodov. Fernando Guilhon, km-25, Caranazal(Floresta encantada), Alter do Chão E-mail: pousadaalter@gmail.com Telefone: (93) 99234-0148 Serviços e Instalações: Dispomos de 10 chalés com leitos, espaço para redes área externa",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,93,-2.521086,-54.933011,ok,hospedagem,hospedagem,94.6,30.494,581,"[-54.933803, -2.5213974]"
73,hospedagem,Pousada Angatu,"-2.507818, -54.955002",Rua Antonio Alves - Centro - Alter do Chão,Vila de Alter do Chão — Santarém/PA,,angatualterpousada@gmail.com,@pousadaangatualter,,,07 apartamentos com 15 leitos e 07 chalés com leitos e espaço para redes,,,,,,Pousada Angatu Endereço: Rua Antonio Alves - Centro - Alter do Chão Instagram: @pousadaangatualter E-mail: angatualterpousada@gmail.com Serviços e Instalações: 07 apartamentos com 15 leitos e 07 chalés com leitos e espaço para redes,Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,94,-2.507818,-54.955002,ok,hospedagem,hospedagem,218.1,34.14,668,"[-54.9551996, -2.5097693]"
73,hospedagem,Pousada Açairé de Alter,"-2.519528, -54.953697","Estrada do Pindobal, 170 (Próximo ao çairodromo) - Alter do Chão",Praia do Pindobal — Belterra/PA,(93) 98817-1709,,@pousadacairedealter,,,"Dispomos de 08 apartamentos com 28 leitos casais e individual, wi-fi, café da manhã",,,,,,"Pousada Açairé de Alter Endereço: Estrada do Pindobal, 170 (Próximo ao çairodromo) - Alter do Chão Instagram: @pousadacairedealter Telefone: (93) 98817-1709 Serviços e Instalações: Dispomos de 08 apartamentos com 28 leitos casais e individual, wi-fi, café da manhã",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,95,-2.519528,-54.953697,ok,hospedagem,hospedagem,23.7,35.292,694,"[-54.9535106, -2.5194249]"
73,hospedagem,Pousada Vila Arumã,"-2.513250, -54.951391","Rua Estácio Fonseca - São Francisco, Alter do Chão",Vila de Alter do Chão — Santarém/PA,(93) 99129-4074,reserva@villaaruma.com.br,@pousadavillaaruma,,,"Pousada dispõe de 12 apartamentos, com 24 leitos, 6 chalés com leitos individuais, wi-fi, estacionamento",,,,,,"Pousada Vila Arumã Endereço: Rua Estácio Fonseca - São Francisco, Alter do Chão Instagram: @pousadavillaaruma E-mail: reserva@villaaruma.com.br Telefone: (93) 99129-4074 Serviços e Instalações: Pousada dispõe de 12 apartamentos, com 24 leitos, 6 chalés com leitos individuais, wi-fi, estacionamento",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,96,-2.51325,-54.951391,ok,hospedagem,hospedagem,225.1,32.709,640,"[-54.950148, -2.5116514]"
73,hospedagem,Pousada Nosso Canto,"-2.519504, -54.937496","Rua Maranhão, 151 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 9229-4899,,,,,"Dispomos de um ambiente agradável, com piscina, Wi-fi, quartos climatizados, estacionamento e permitimos animais.",,,,,,"Pousada Nosso Canto Endereço: Rua Maranhão, 151 - Alter do Chão. Telefone: (93) 9229-4899. Serviços e Instalações: Dispomos de um ambiente agradável, com piscina, Wi-fi, quartos climatizados, estacionamento e permitimos animais.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,97,-2.519504,-54.937496,ok,hospedagem,hospedagem,243.9,30.978,599,"[-54.9360994, -2.5178114]"
73,hospedagem,Pousada Serena,"-2.522458, -54.952603","Estrada do Pindobal, Tv Joaquim Sardinha, 2012 - Alter do Chão.",Praia do Pindobal — Belterra/PA,(65) 99932-7308,,,,,"Ambientes climatizados, café da manhã, WI-FI, Estacionamento, lavanderia e permitimos animais.",,,,,,"Pousada Serena Endereço: Estrada do Pindobal, Tv Joaquim Sardinha, 2012 - Alter do Chão. Telefone: (65) 99932-7308. Serviços e Instalações: Ambientes climatizados, café da manhã, WI-FI, Estacionamento, lavanderia e permitimos animais.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,98,-2.522458,-54.952603,ok,hospedagem,hospedagem,8.9,35.646,710,"[-54.9525289, -2.5224285]"
74,hospedagem,Pousada Recanto Maguary,"-2.510164, -54.947783","R. Seis de Março, 1305 - Alter do Chão, Santarém - PA - CEP: 68109-000",Vila de Alter do Chão — Santarém/PA,(93) 99124-5907,,,,,"Nos dispomos de até 11 quartos, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Ar-condicionado, Permite animais, e acomodamos até 23 pes - soas.",,,,,,"Pousada Recanto Maguary Endereço: R. Seis de Março, 1305 - Alter do Chão, Santarém - PA - CEP: 68109-000 Telefone: (93) 99124-5907 Serviços e Instalações: Nos dispomos de até 11 quartos, Wi-Fi gratuito, Café da manhã incluído, Estacionamento, Ar-condicionado, Permite animais, e acomodamos até 23 pes - soas.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,99,-2.510164,-54.947783,ok,hospedagem,hospedagem,214.4,32.449,631,"[-54.947905, -2.5120886]"
74,hospedagem,Pousada Oriental,"-2.503374, -54.953096","Tv. Turiano Meira, 466 - Alter do Chão.",Vila de Alter do Chão — Santarém/PA,(93) 99124-2880 / 99180-8044,,,,,"Apartamentos climatizados, café da manhã, restaurante, próximo a praia do amor.",,,,,,"Pousada Oriental Endereço: Tv. Turiano Meira, 466 - Alter do Chão. Telefones: (93) 99124-2880 / 99180-8044. Serviços e Instalações: Apartamentos climatizados, café da manhã, restaurante, próximo a praia do amor.",Carro — Terminal Rodoviário → BR-163/Av. Moaçara → PA-457 → Alter do Chão → Estrada do Pindobal,100,-2.503374,-54.953096,ok,hospedagem,hospedagem,483.1,33.27,656,"[-54.950456, -2.506827]"
